,belongs_to_collection,budget,homepage,runtime,tagline,release_month,genres_Action,genres_Comedy,genres_Documentary,genres_Drama,genres_Horror,production_countries_IN,production_countries_US,spoken_languages_en
19550,0,0.0,0,95.0,1,8,0,0,0,1,0,0,0,1
7146,1,0.0,0,102.0,1,2,1,0,0,0,0,0,1,1
25083,0,0.0,0,114.0,0,5,0,0,0,1,0,0,0,1
24195,0,0.0,0,89.0,1,9,0,0,0,0,0,0,1,1
2626,0,6000000.0,0,106.0,1,7,0,1,0,0,0,0,1,1
7189,0,0.0,0,135.0,1,10,0,1,0,0,0,0,1,1
38867,0,0.0,1,90.0,0,10,1,0,0,0,0,0,0,1
46566,0,0.0,0,90.0,0,1,0,0,0,1,0,0,0,0
10304,0,1500000.0,0,93.0,1,9,0,0,0,0,1,0,0,1
4266,0,0.0,0,117.0,0,12,0,1,0,0,0,0,1,1
41562,0,0.0,0,90.0,0,2,0,0,1,0,0,0,0,1
39005,0,0.0,0,79.0,0,9,1,0,0,0,0,0,0,0
6714,1,15000000.0,0,89.0,1,12,0,0,0,0,0,0,1,1
39098,0,0.0,0,55.0,1,5,1,0,0,0,0,0,1,0
17003,0,0.0,1,103.0,1,11,0,1,0,0,0,0,0,0
9486,0,0.0,0,75.0,1,7,0,0,0,0,0,0,0,0
39488,1,0.0,0,64.0,1,1,0,0,0,0,0,0,0,0
31885,0,0.0,0,99.0,0,1,0,0,0,1,0,0,0,1
13308,0,0.0,0,103.0,1,11,0,0,0,0,1,0,0,1
3823,0,0.0,0,144.0,1,9,0,0,0,1,0,0,0,1
5210,0,43000000.0,1,84.0,1,4,0,0,0,0,0,0,1,1
27335,0,0.0,0,105.0,1,9,1,0,0,0,0,0,1,1
30538,0,0.0,1,120.0,1,5,0,0,0,1,0,0,1,1
21977,0,0.0,0,91.0,0,10,0,0,0,1,0,0,0,1
24924,0,0.0,0,109.0,0,5,0,1,0,0,0,0,0,0
7470,0,0.0,0,93.0,1,7,0,0,0,1,0,0,1,1
24280,0,28000000.0,0,137.0,1,9,0,0,0,1,0,0,0,0
16225,0,50000000.0,1,129.0,1,10,0,0,0,1,0,0,1,1
1871,0,23000000.0,0,163.0,1,10,0,0,0,1,0,0,0,0
43681,0,0.0,0,78.0,0,10,0,0,0,0,0,0,0,1
14949,0,0.0,0,91.0,1,1,0,0,0,0,0,0,1,1
26779,1,58000000.0,1,108.0,1,2,1,0,0,0,0,0,1,1
12999,0,4000000.0,1,115.0,1,1,0,0,0,0,1,0,0,0
16637,0,0.0,0,109.0,0,7,0,0,0,1,0,0,1,1
46615,0,0.0,0,146.0,0,7,0,0,0,0,0,1,0,0
18250,0,0.0,0,95.0,1,7,0,1,0,0,0,0,1,1
2812,1,300000.0,1,89.0,1,3,0,0,0,0,1,0,1,1
699,0,0.0,0,99.0,1,4,0,0,0,1,0,0,1,1
22985,0,0.0,1,88.0,1,10,0,1,0,0,0,0,1,1
40062,0,0.0,0,91.0,0,7,0,0,0,0,1,0,1,1
4704,0,0.0,0,96.0,0,10,0,1,0,0,0,0,0,1
24898,0,0.0,0,126.0,0,6,0,0,0,1,0,0,1,1
16521,0,5000000.0,1,91.0,1,12,0,0,0,1,0,0,1,1
6443,0,0.0,0,108.0,1,10,0,1,0,0,0,0,1,1
44420,1,250000000.0,1,136.0,1,4,1,0,0,0,0,0,1,1
43841,0,0.0,1,98.0,0,9,1,0,0,0,0,0,0,0
12916,0,0.0,0,78.0,1,4,0,0,0,0,0,0,1,1
6816,0,0.0,0,566.0,0,11,0,0,1,0,0,0,0,1
20536,0,0.0,0,88.0,1,11,0,1,0,0,0,0,0,1
7201,0,2000000.0,0,100.0,1,8,0,0,0,0,0,0,1,1
29769,0,0.0,0,86.0,0,6,1,0,0,0,0,0,1,1
903,0,1500000.0,0,119.0,1,9,0,1,0,0,0,0,1,1
12162,0,852510.0,0,113.0,1,8,0,0,0,1,0,0,0,0
777,0,0.0,0,82.0,0,5,0,0,0,1,0,0,0,1
7,0,0.0,0,97.0,1,12,1,0,0,0,0,0,1,1
3890,0,123000000.0,1,104.0,1,11,0,0,0,0,0,0,0,1
15946,0,0.0,0,113.0,0,1,0,0,0,0,0,0,1,1
14803,0,80000000.0,0,118.0,1,1,1,0,0,0,0,0,1,1
28653,0,0.0,0,93.0,1,2,1,0,0,0,0,0,1,1
1557,1,30000000.0,1,134.0,1,3,1,0,0,0,0,0,1,1
22033,0,0.0,0,95.0,0,9,0,1,0,0,0,0,0,0
30756,0,0.0,0,87.0,1,11,0,0,0,0,0,0,1,1
33389,0,0.0,0,1.0,0,1,0,0,1,0,0,0,0,0
43335,0,5000000.0,1,104.0,1,2,0,0,0,0,0,0,1,1
2209,0,11000000.0,0,120.0,1,3,0,1,0,0,0,0,1,1
1021,0,812000.0,0,64.0,1,10,0,0,0,0,0,0,1,1
878,1,5000000.0,0,88.0,1,9,0,0,0,0,1,0,1,1
22391,0,0.0,0,96.0,1,8,1,0,0,0,0,0,0,1
2390,0,0.0,0,103.0,1,10,1,0,0,0,0,0,0,0
42876,0,0.0,0,93.0,0,1,0,0,0,0,0,0,0,1
26543,0,0.0,0,120.0,0,10,0,0,0,1,0,0,0,1
15151,0,3000000.0,0,90.0,0,10,0,0,0,0,0,0,0,1
2770,0,1200000.0,0,88.0,1,11,0,0,1,0,0,0,1,1
13871,0,15000000.0,1,110.0,1,3,0,0,0,0,0,0,1,1
39967,0,5000000.0,1,119.0,1,7,0,0,0,0,0,0,1,0
8185,1,0.0,0,97.0,1,3,0,0,0,1,0,0,1,1
16050,0,1.0,0,132.0,1,8,0,0,0,0,0,1,0,0
21280,0,0.0,0,0.0,0,4,0,0,0,0,0,0,0,0
45029,0,0.0,0,100.0,0,8,1,0,0,0,0,0,1,1
17319,1,80000000.0,1,102.0,1,5,0,1,0,0,0,0,1,1
21425,0,0.0,0,103.0,0,2,0,0,0,0,0,0,0,0
19209,0,1200000.0,1,122.0,0,3,0,0,0,0,0,1,0,1
42569,0,0.0,0,90.0,0,8,0,0,0,0,0,0,0,0
41454,0,0.0,0,82.0,1,10,0,0,0,1,0,0,1,1
21119,0,0.0,0,77.0,1,9,0,0,0,1,0,0,1,1
18615,0,0.0,0,110.0,0,5,0,0,0,1,0,0,0,0
45,0,10000000.0,0,116.0,1,10,0,0,0,1,0,0,1,1
22410,0,0.0,0,90.0,0,7,0,0,0,0,0,0,1,1
11842,0,0.0,0,80.0,1,9,0,1,0,0,0,0,1,1
19504,0,0.0,0,65.0,1,8,0,1,0,0,0,0,1,1
33609,0,0.0,0,86.0,0,2,0,0,0,0,0,0,0,1
40796,0,75000.0,0,57.0,1,7,0,0,0,0,0,0,1,1
36776,1,40000000.0,1,102.0,1,1,1,0,0,0,0,0,1,1
42618,0,0.0,0,0.0,0,5,0,0,0,1,0,0,1,1
8328,1,100000000.0,0,131.0,1,11,0,0,0,0,0,0,1,0
10466,0,0.0,0,68.0,0,11,0,1,0,0,0,0,1,1
2005,0,42000000.0,0,108.0,1,6,1,0,0,0,0,0,1,1
11366,0,0.0,0,93.0,0,3,0,1,0,0,0,0,0,0
2864,1,18000000.0,0,120.0,1,11,0,1,0,0,0,0,1,1
36543,0,0.0,0,72.0,0,8,0,0,0,0,0,0,1,1
34109,0,2000000.0,0,89.0,1,8,0,0,0,0,0,0,1,1
31949,0,0.0,0,104.0,1,10,0,0,0,0,1,0,1,1
6143,0,20000000.0,0,105.0,1,3,0,1,0,0,0,0,1,1
2528,0,11000000.0,0,116.0,1,4,0,0,0,0,0,0,0,1
41452,0,0.0,0,82.0,0,5,0,0,0,0,0,0,1,1
4272,1,120000000.0,1,95.0,1,6,0,0,0,0,0,0,1,1
1267,1,48000000.0,1,127.0,1,5,0,0,0,0,0,0,1,0
16374,0,10000000.0,0,100.0,1,11,0,0,0,0,0,0,1,1
44085,0,0.0,0,117.0,0,4,0,0,0,1,0,0,0,1
16001,0,1750000.0,0,135.0,0,11,0,0,0,1,0,0,1,1
6303,1,12600000.0,0,84.0,1,5,0,0,0,0,1,0,0,1
15406,0,100000.0,1,120.0,1,2,1,0,0,0,0,0,0,1
42256,0,0.0,0,120.0,1,10,0,0,0,0,1,0,1,1
42706,0,25000000.0,1,127.0,1,12,0,0,0,1,0,0,1,1
1269,0,22000000.0,0,191.0,1,11,0,0,0,1,0,1,0,1
11105,1,5000000.0,0,97.0,1,5,0,1,0,0,0,0,1,1
18107,0,0.0,0,93.0,1,4,0,0,0,0,0,0,1,1
37564,0,0.0,0,97.0,1,1,0,0,0,0,1,0,1,1
18434,1,75000000.0,1,142.0,1,3,0,0,0,0,0,0,1,1
41188,1,35000000.0,0,123.0,1,9,0,1,0,0,0,0,0,1
44537,0,950000.0,0,76.0,1,8,0,0,0,0,0,0,1,1
18686,0,0.0,0,75.0,0,11,0,0,0,0,1,0,1,1
38793,0,0.0,0,63.0,0,10,0,0,0,1,0,0,0,0
23664,0,0.0,0,90.0,1,12,0,0,0,1,0,0,0,1
15733,0,0.0,0,103.0,1,8,1,0,0,0,0,0,1,1
11465,0,15000000.0,0,95.0,0,10,0,0,0,1,0,0,0,1
19914,0,0.0,0,88.0,1,9,0,0,0,1,0,0,1,1
8241,0,0.0,0,92.0,1,1,0,0,0,0,1,0,1,1
15455,0,0.0,0,88.0,1,5,0,0,0,0,0,0,1,1
38366,0,0.0,0,135.0,1,4,0,0,0,0,1,1,0,1
33301,1,0.0,0,115.0,0,9,0,1,0,0,0,0,0,0
6359,0,0.0,0,102.0,0,4,1,0,0,0,0,0,0,1
24168,0,0.0,0,112.0,0,4,0,0,0,0,0,0,1,1
35432,0,0.0,1,17.0,0,3,0,0,0,0,0,0,1,1
9824,1,0.0,0,85.0,1,5,1,0,0,0,0,0,0,1
12600,0,0.0,0,78.0,0,7,0,0,1,0,0,0,0,0
11346,0,0.0,0,89.0,0,1,0,1,0,0,0,0,0,0
9820,0,3000000.0,0,128.0,1,12,0,0,0,1,0,0,1,1
8514,0,0.0,0,71.0,1,9,0,0,0,0,1,0,1,1
26832,0,0.0,0,108.0,0,10,1,0,0,0,0,0,1,1
6008,0,0.0,0,117.0,0,3,0,0,0,0,0,0,0,0
16389,0,0.0,0,101.0,0,11,0,1,0,0,0,0,0,1
19916,1,165000000.0,1,108.0,1,11,0,0,0,0,0,0,1,1
20225,0,35000000.0,0,97.0,1,1,0,0,0,0,1,0,0,1
44019,0,58000000.0,1,103.0,1,3,0,0,0,0,1,0,1,0
24648,0,0.0,1,80.0,1,6,0,0,0,0,0,0,0,1
38922,0,0.0,0,135.0,0,11,0,0,0,1,0,0,0,0
44148,0,0.0,0,108.0,1,12,0,0,0,0,0,0,1,1
42438,1,0.0,1,85.0,0,3,0,0,0,0,0,0,0,0
31409,0,0.0,1,76.0,0,10,1,0,0,0,0,0,0,1
44487,0,0.0,0,93.0,1,1,0,0,0,1,0,0,0,0
18666,0,0.0,1,90.0,1,1,0,0,0,1,0,0,1,1
1980,0,0.0,0,108.0,0,12,0,0,0,1,0,0,1,1
5218,1,0.0,0,100.0,1,9,0,0,0,1,0,0,0,0
2553,1,291000.0,0,71.0,1,11,0,0,0,1,0,0,1,1
30182,0,0.0,0,96.0,0,3,0,1,0,0,0,0,0,0
15334,1,0.0,0,106.0,0,9,0,1,0,0,0,0,0,0
12278,0,25000000.0,0,122.0,1,11,0,0,0,0,0,0,1,1
16142,0,0.0,1,105.0,1,6,0,0,0,1,0,0,0,0
2217,0,0.0,0,100.0,1,10,0,1,0,0,0,0,1,1
2180,1,33000000.0,0,98.0,1,9,1,0,0,0,0,0,1,1
10303,0,8000000.0,0,116.0,1,7,0,0,0,1,0,0,1,1
16185,0,0.0,0,102.0,0,4,0,0,0,1,0,0,0,0
10919,0,50000000.0,0,97.0,1,3,0,1,0,0,0,0,1,1
26687,0,0.0,0,85.0,0,1,0,0,0,0,0,0,0,0
35738,0,0.0,0,81.0,0,3,0,1,0,0,0,0,1,1
767,1,75000000.0,0,145.0,1,6,1,0,0,0,0,0,1,1
2335,0,15000000.0,0,104.0,1,12,0,0,0,0,1,0,1,1
13079,0,0.0,1,108.0,0,8,0,0,0,1,0,0,0,0
3334,0,0.0,0,93.0,1,10,1,0,0,0,0,0,1,1
23840,1,50000000.0,1,83.0,1,7,0,0,0,0,0,0,1,1
35354,0,0.0,0,102.0,1,5,0,0,0,0,0,0,0,0
20725,0,0.0,0,115.0,0,6,0,0,1,0,0,0,1,1
4525,1,17000000.0,0,101.0,1,4,1,0,0,0,0,0,1,1
41185,0,0.0,1,94.0,0,3,0,0,1,0,0,0,0,1
35739,0,0.0,0,81.0,0,3,0,1,0,0,0,0,1,1
4735,0,0.0,0,81.0,0,10,0,0,1,0,0,0,0,1
2329,1,0.0,0,112.0,1,6,0,0,0,0,0,0,1,1
30150,1,0.0,0,103.0,1,5,0,0,0,0,1,0,1,1
24379,0,0.0,0,0.0,0,4,0,0,0,1,0,0,1,1
33504,0,0.0,0,0.0,0,11,0,0,0,0,0,0,1,0
7261,1,26000000.0,1,100.0,1,6,0,1,0,0,0,0,1,1
29735,1,0.0,1,77.0,0,12,0,0,0,0,0,0,1,1
8302,0,45000000.0,0,91.0,0,9,0,1,0,0,0,0,1,1
28553,1,0.0,0,94.0,1,1,0,0,0,0,0,0,1,1
865,0,0.0,0,90.0,0,8,0,1,0,0,0,0,1,1
39561,0,0.0,0,82.0,0,7,0,0,0,0,0,0,1,1
5003,0,85000000.0,1,108.0,1,2,1,0,0,0,0,0,1,1
5414,0,9000000.0,0,90.0,1,6,0,1,0,0,0,0,0,1
1387,0,0.0,0,144.0,1,10,0,0,0,1,0,0,0,0
23192,0,22000000.0,0,138.0,1,2,0,0,0,1,0,0,1,1
45921,0,0.0,0,94.0,1,6,1,0,0,0,0,0,1,1
42518,0,0.0,0,100.0,1,11,0,0,0,0,0,0,1,0
23245,0,0.0,1,89.0,1,3,0,0,0,0,1,0,1,1
4180,0,31115000.0,0,248.0,1,6,0,0,0,1,0,0,0,1
21271,0,0.0,0,93.0,1,1,0,1,0,0,0,0,1,1
39418,0,0.0,0,91.0,0,10,0,0,0,1,0,0,0,0
7034,1,900000.0,0,92.0,1,1,0,1,0,0,0,0,1,1
2554,1,0.0,0,99.0,1,1,0,0,0,0,1,0,1,1
11449,0,2500.0,0,93.0,0,5,0,0,0,1,0,0,0,0
24177,0,0.0,0,94.0,0,8,0,0,0,1,0,0,0,0
33156,0,0.0,1,127.0,1,8,0,0,0,0,0,0,0,0
43232,0,0.0,1,84.0,0,8,0,0,0,0,0,0,0,1
11044,0,0.0,0,107.0,1,8,0,1,0,0,0,0,0,1
9,1,58000000.0,1,130.0,1,11,0,0,0,0,0,0,0,1
13744,0,0.0,0,106.0,0,2,0,0,0,0,0,0,0,1
45960,0,0.0,1,11.0,0,12,0,0,0,0,0,0,1,1
22563,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0
45866,0,0.0,0,3.0,0,8,0,0,0,1,0,0,0,0
5585,1,0.0,1,75.0,0,7,0,0,0,0,0,0,0,0
42222,0,0.0,1,104.0,1,10,0,0,0,0,0,0,1,1
17112,0,0.0,0,90.0,0,1,0,0,0,1,0,0,0,0
5355,0,0.0,0,105.0,1,11,0,0,0,1,0,0,1,1
35577,1,50000000.0,1,96.0,1,12,0,1,0,0,0,0,1,1
24171,0,0.0,0,113.0,1,5,0,0,0,0,0,0,0,1
3903,0,0.0,0,101.0,1,5,1,0,0,0,0,0,1,1
26519,0,0.0,0,78.0,1,12,0,1,0,0,0,0,1,1
26790,0,0.0,0,93.0,0,2,0,0,0,1,0,0,0,0
42114,0,0.0,1,58.0,0,1,0,0,0,1,0,0,0,1
9550,0,6500000.0,1,105.0,0,9,0,0,0,1,0,0,0,1
23139,0,0.0,0,108.0,1,2,0,0,0,0,0,0,1,1
7062,0,0.0,0,96.0,0,1,0,0,0,1,0,0,1,1
41147,0,0.0,0,80.0,1,3,0,0,1,0,0,0,1,1
35658,0,0.0,1,103.0,0,6,0,1,0,0,0,0,0,0
16780,0,0.0,1,110.0,0,10,0,0,0,1,0,0,1,1
1859,0,1000000.0,0,128.0,1,10,0,0,0,0,0,0,0,1
5153,1,0.0,0,100.0,1,8,1,0,0,0,0,0,1,1
19375,0,8000000.0,0,96.0,0,11,0,0,0,1,0,0,0,1
261,0,2000000.0,1,105.0,1,4,0,0,0,1,0,0,0,1
25335,0,0.0,0,89.0,1,5,0,0,0,1,0,0,0,1
5755,0,0.0,0,136.0,0,4,0,0,0,1,0,0,0,0
21534,0,0.0,1,76.0,1,1,0,0,1,0,0,0,0,1
30344,0,65000000.0,1,120.0,1,5,1,0,0,0,0,0,1,0
21137,0,0.0,0,82.0,1,11,0,0,1,0,0,0,0,1
2459,0,0.0,0,85.0,1,8,0,1,0,0,0,0,1,1
37375,0,0.0,0,120.0,0,10,0,0,1,0,0,0,0,0
43529,0,0.0,0,130.0,0,12,0,0,0,0,0,0,1,0
26716,0,0.0,0,88.0,1,5,0,0,0,0,1,0,1,1
967,0,4.0,0,89.0,1,12,0,0,0,1,0,0,1,1
1307,0,2500000.0,0,119.0,1,3,0,0,0,0,1,0,1,1
12898,0,60000000.0,1,90.0,1,7,0,1,0,0,0,0,1,1
5511,0,0.0,1,117.0,1,7,0,0,0,1,0,0,1,1
4890,0,21000000.0,0,110.0,1,10,0,1,0,0,0,0,1,1
25393,0,0.0,0,99.0,0,10,0,0,0,0,0,0,0,1
9603,0,30000000.0,1,132.0,1,12,0,0,0,1,0,0,1,1
15517,0,0.0,0,135.0,0,3,0,1,0,0,0,1,0,0
30944,0,104002432.0,0,87.0,0,7,0,1,0,0,0,0,1,1
20254,0,100000000.0,1,165.0,1,12,0,0,0,1,0,0,1,1
30885,1,11000000.0,1,147.0,1,11,0,0,0,1,0,1,0,0
21661,0,18000000.0,1,141.0,1,8,0,0,0,0,0,1,0,0
7190,0,70000.0,0,110.0,1,10,0,1,0,0,0,0,1,1
5612,1,22000000.0,0,93.0,1,7,0,0,0,1,0,0,1,1
3167,0,55000000.0,0,104.0,1,7,0,0,0,0,0,0,1,1
9247,0,0.0,0,0.0,0,6,0,0,0,1,0,0,0,1
5883,0,6500000.0,0,105.0,0,1,1,0,0,0,0,0,0,1
30457,0,0.0,0,88.0,0,3,0,0,0,0,0,0,1,1
110,0,7500000.0,0,91.0,1,1,0,0,0,0,0,0,0,0
14388,0,7000000.0,0,105.0,1,10,0,1,0,0,0,0,1,1
16004,0,14000000.0,1,89.0,1,8,0,0,0,0,0,0,1,1
35691,0,0.0,1,107.0,0,11,1,0,0,0,0,0,0,0
19460,0,0.0,0,92.0,1,3,1,0,0,0,0,0,1,1
19729,0,0.0,0,85.0,0,4,0,0,0,1,0,0,1,1
36910,0,0.0,0,80.0,0,1,0,0,0,0,1,0,0,0
9554,0,45000000.0,0,113.0,1,12,1,0,0,0,0,0,1,1
1902,1,9000000.0,0,87.0,1,11,0,0,0,0,1,0,1,1
20544,0,13400000.0,1,100.0,0,12,1,0,0,0,0,0,1,0
22249,0,0.0,0,7.0,0,10,0,0,0,1,0,0,1,1
32296,0,0.0,0,118.0,0,4,0,0,0,1,0,0,0,1
18987,0,0.0,0,108.0,1,12,0,0,0,1,0,0,0,0
38082,0,0.0,0,90.0,0,1,1,0,0,0,0,0,0,0
5533,0,0.0,0,103.0,1,9,0,1,0,0,0,0,1,1
7725,0,2090000.0,1,109.0,1,7,0,1,0,0,0,0,1,1
1192,1,11000000.0,1,117.0,1,5,0,0,0,0,1,0,1,1
26937,0,0.0,0,81.0,0,9,0,1,0,0,0,0,0,0
12205,1,30000000.0,1,113.0,1,10,0,0,0,0,1,0,0,1
27293,0,0.0,0,165.0,0,10,0,0,0,1,0,0,1,0
6309,0,8000000.0,1,101.0,0,1,0,0,0,1,0,0,0,1
39733,0,0.0,0,87.0,1,8,0,0,0,1,0,0,1,1
19722,0,0.0,0,77.0,0,11,0,0,0,1,0,0,0,0
11418,0,90000000.0,1,151.0,1,10,0,0,0,1,0,0,0,1
1274,0,14400000.0,0,141.0,1,11,0,0,0,0,0,0,0,0
35436,1,0.0,0,94.0,0,11,1,0,0,0,0,0,0,0
28239,0,0.0,0,141.0,0,3,0,0,0,0,0,0,0,0
21849,0,0.0,0,33.0,1,4,0,1,0,0,0,0,1,1
12099,0,0.0,0,93.0,1,4,0,0,0,0,1,0,1,1
9557,0,0.0,0,100.0,0,8,0,1,0,0,0,0,0,1
21186,0,0.0,0,84.0,1,1,0,1,0,0,0,0,1,1
37100,0,0.0,0,112.0,0,6,0,0,0,0,0,0,0,0
38056,0,0.0,0,84.0,0,6,0,0,0,1,0,0,0,0
14161,0,0.0,1,89.0,0,1,1,0,0,0,0,0,1,1
14695,0,0.0,0,88.0,0,9,0,0,0,1,0,0,0,0
10695,0,0.0,0,103.0,1,12,0,1,0,0,0,0,1,1
4432,1,12300000.0,0,69.0,1,11,0,0,0,0,0,0,0,1
4285,0,0.0,0,104.0,0,1,1,0,0,0,0,0,0,1
29947,0,18000000.0,0,100.0,1,7,0,1,0,0,0,0,1,1
44984,0,0.0,0,85.0,1,1,0,1,0,0,0,0,1,1
9964,0,5800000.0,0,94.0,0,12,0,0,0,1,0,0,0,1
7590,0,0.0,0,86.0,1,7,0,0,0,0,1,0,1,1
46398,0,0.0,0,0.0,0,11,0,0,1,0,0,0,0,1
20213,0,0.0,0,136.0,0,1,0,0,0,0,0,0,0,0
8799,0,0.0,0,112.0,1,2,0,0,0,1,0,0,0,1
34652,0,0.0,0,115.0,0,4,0,0,0,0,0,0,1,1
39121,0,0.0,0,108.0,1,4,0,0,0,0,1,0,0,1
42442,1,0.0,0,85.0,0,12,0,0,0,0,0,0,0,0
38018,0,0.0,0,91.0,0,8,0,1,0,0,0,0,0,0
37497,0,0.0,0,99.0,0,9,0,1,0,0,0,0,0,1
10638,0,22000000.0,1,108.0,1,11,0,0,0,1,0,0,0,1
21939,0,7100000.0,0,144.0,1,2,0,0,0,0,0,1,0,0
21572,0,0.0,0,77.0,1,1,1,0,0,0,0,0,1,1
3637,0,5500000.0,0,118.0,1,3,0,0,0,0,1,0,1,1
28922,0,0.0,0,50.0,0,7,0,0,0,0,0,0,1,1
42229,0,0.0,0,61.0,0,2,0,0,0,1,0,0,1,1
20723,0,0.0,0,32.0,0,1,0,0,1,0,0,0,1,0
23774,0,0.0,0,110.0,1,5,0,0,0,0,0,0,1,1
1882,1,7000000.0,0,99.0,1,8,0,0,0,0,1,0,1,1
44143,0,0.0,1,88.0,0,2,0,0,0,1,0,0,0,0
14404,0,0.0,0,102.0,0,6,0,0,1,0,0,0,0,1
41530,0,0.0,0,107.0,0,9,0,0,0,1,0,0,1,1
6783,0,35000000.0,1,108.0,1,10,0,1,0,0,0,0,0,1
29044,1,190000000.0,1,137.0,1,4,1,0,0,0,0,0,0,1
5088,0,0.0,0,123.0,1,10,0,0,0,1,0,0,1,1
17084,0,0.0,0,97.0,0,3,0,0,0,1,0,0,1,1
38213,0,7000000.0,0,136.0,1,5,1,0,0,0,0,1,0,0
7335,0,4500000.0,0,97.0,1,9,0,1,0,0,0,0,1,1
37271,0,20000000.0,1,110.0,1,6,0,0,0,1,0,0,1,1
27198,0,0.0,0,88.0,0,1,1,0,0,0,0,0,1,1
29670,0,0.0,0,96.0,1,8,0,0,0,0,0,0,0,1
38410,0,0.0,0,29.0,0,9,0,0,0,1,0,0,0,0
44648,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0
36469,0,0.0,0,75.0,0,1,0,0,0,1,0,0,1,1
11443,1,0.0,1,95.0,0,10,1,0,0,0,0,0,1,1
9895,0,0.0,0,103.0,0,8,1,0,0,0,0,0,0,0
334,0,17000000.0,0,103.0,1,4,0,1,0,0,0,0,1,1
43491,0,0.0,0,124.0,0,11,0,0,0,1,0,0,0,1
2982,0,0.0,0,102.0,0,12,0,1,0,0,0,0,1,1
38617,0,0.0,1,94.0,1,10,0,0,0,1,0,0,0,0
27252,0,0.0,1,102.0,1,5,0,0,0,1,0,0,1,1
39813,0,0.0,0,97.0,0,8,0,1,0,0,0,0,0,0
6764,0,0.0,0,89.0,1,11,0,0,0,1,0,0,0,1
6705,0,0.0,0,102.0,1,7,0,1,0,0,0,0,1,1
1709,0,50000000.0,0,139.0,1,12,0,1,0,0,0,0,1,1
12880,0,0.0,1,86.0,1,6,0,1,0,0,0,0,1,1
4166,0,0.0,0,109.0,1,8,0,0,0,0,0,0,0,1
37316,0,1400000.0,1,125.0,0,5,0,0,0,0,0,0,0,0
46413,0,12000000.0,0,185.0,0,6,1,0,0,0,0,1,0,0
11468,0,9500000.0,1,139.0,1,9,0,0,0,1,0,0,0,0
22860,0,0.0,0,137.0,0,12,0,0,0,1,0,0,0,0
12482,0,2000000.0,0,115.0,0,6,0,0,0,1,0,0,0,0
34214,0,0.0,0,85.0,0,8,0,0,0,1,0,0,0,1
21793,0,5000000.0,0,90.0,1,1,0,1,0,0,0,0,1,1
41992,0,0.0,0,83.0,0,10,0,0,0,0,0,0,0,1
27124,0,0.0,0,86.0,1,2,0,0,0,0,0,0,1,1
11674,1,0.0,1,118.0,1,4,1,0,0,0,0,0,1,1
15271,0,0.0,0,84.0,0,10,0,0,0,0,0,0,0,1
38404,0,0.0,0,0.0,0,1,0,0,0,1,0,0,1,0
34934,1,3000000.0,0,99.0,0,1,0,1,0,0,0,0,0,0
45030,0,0.0,0,86.0,1,2,0,0,0,0,0,0,0,0
11375,0,4000000.0,0,88.0,1,1,0,0,0,0,0,0,1,1
4049,1,87000000.0,0,131.0,1,2,0,0,0,0,0,0,0,1
10571,1,75000000.0,1,129.0,1,10,1,0,0,0,0,0,0,1
17754,0,0.0,0,85.0,0,4,0,0,0,1,0,0,0,0
19952,0,0.0,0,85.0,1,6,1,0,0,0,0,0,0,1
23654,0,0.0,0,99.0,0,1,0,0,0,0,0,0,1,1
2779,1,0.0,0,104.0,1,4,0,1,0,0,0,0,1,1
17125,0,0.0,0,99.0,0,10,0,0,0,1,0,0,0,0
9893,0,0.0,0,88.0,1,1,0,0,0,1,0,0,0,0
17286,0,35000000.0,1,112.0,1,5,0,1,0,0,0,0,1,1
4169,0,25000000.0,0,170.0,1,12,1,0,0,0,0,0,1,1
2703,1,3500000.0,0,88.0,1,7,0,1,0,0,0,0,1,1
14218,0,0.0,1,105.0,1,4,1,0,0,0,0,0,1,1
723,0,75000000.0,0,136.0,1,6,1,0,0,0,0,0,1,1
42956,0,0.0,0,87.0,1,10,0,0,0,0,1,0,1,1
21659,0,12000000.0,0,123.0,1,8,0,1,0,0,0,0,0,1
16815,0,0.0,0,116.0,0,7,0,0,0,0,0,0,0,0
31180,1,0.0,1,90.0,1,7,0,0,0,0,0,0,0,1
24831,0,0.0,0,96.0,1,6,0,0,0,0,0,0,1,1
5990,0,0.0,0,115.0,1,1,1,0,0,0,0,0,1,1
23276,0,0.0,0,75.0,0,9,0,0,1,0,0,0,1,1
21114,0,0.0,0,110.0,0,9,0,0,0,1,0,0,0,0
10105,0,0.0,0,93.0,1,2,0,1,0,0,0,0,1,1
8412,0,0.0,0,72.0,0,7,0,0,0,0,0,0,1,0
12198,0,25000000.0,1,98.0,1,10,0,1,0,0,0,0,1,1
11692,0,14500000.0,1,128.0,1,5,0,0,0,1,0,0,0,0
30237,0,0.0,0,91.0,0,10,0,0,0,0,0,0,0,0
30179,0,0.0,0,112.0,0,5,0,0,0,0,0,0,0,0
36067,0,0.0,1,120.0,0,10,0,0,0,0,0,0,0,0
19394,1,0.0,0,91.0,1,1,1,0,0,0,0,0,1,1
20125,0,0.0,0,122.0,0,5,0,0,0,1,0,0,0,1
17472,0,55000000.0,1,94.0,0,6,0,1,0,0,0,0,1,1
41193,0,110000000.0,1,127.0,1,9,0,0,0,1,0,0,0,1
